#歌名	歌手	专辑	LX来源	LX来源ID	其他来源(平台:ID)	原歌单
Take Me To Your Heart	Michael Learns To Rock	Take Me to Your Heart	wy	4173190	wy:4173190	Sing(网易云)
A World Away (feat. Alli Carter)	Sappheiros / Alli Carter	A World Away (feat. Alli Carter)	wy	1451301782	wy:1451301782	Sing(网易云)
Life Is Beautiful	The Afters	Life Is Beautiful	wy	3558691	wy:3558691	Sing(网易云)
I Believe (Video / Radio Mix)	Bro'Sis	Never Forget (Where You Come From)	wy	2277660	wy:2277660	Sing(网易云)
Land of Hope and Dreams	Bruce Springsteen	Wrecking Ball	wy	16657610	wy:16657610	Sing(网易云)
By Your Side	RAYE / Jonas Blue	Crowd Pleasers	wy	456370693	wy:456370693	Sing(网易云)
Move Up (Lost Gravity)	Mr. Polska	Ibiza 2016	wy	545165146	wy:545165146	Sing(网易云)
Love Me Like You Do	Ellie Goulding	Love Me Like You Do (From "Fifty Shades of Grey")	wy	29966565	wy:29966565 ; wy:36308236	Sing(网易云)
Daylight	Taylor Swift	Daylight (Live From Paris)	wy	1449130127	wy:1449130127	Sing(网易云)
Love Story	F**kNetEaseMusic	2018	wy	553060533	wy:553060533	Sing(网易云)
Where Is Your Love	J. Lisk	Where Is Your Love	wy	458725081	wy:458725081	Sing(网易云)
Silhouettes Of You	Isaac Gracie	Silhouettes Of You	wy	506224180	wy:506224180	Sing(网易云)
Fractures	ILLENIUM / Nevve	Awake	wy	507585220	wy:507585220	Sing(网易云)
One Day	Matisyahu	One Day	wy	21157332	wy:21157332	Sing(网易云)
Renegades	X Ambassadors	VHS	wy	31789002	wy:31789002	Sing(网易云)
Different World	Alan Walker / K-391 / CORSAK胡梦周 / Sofia Carson	Different World	wy	1328047738	wy:1328047738	Sing(网易云)
One Last Time	Justin Bryte	One Last Time	wy	30798612	wy:30798612	Sing(网易云)
道	向井太一	SAVAGE	wy	1391644349	wy:1391644349	Sing(网易云)
リセット	向井太一	リセット	wy	1311347602	wy:1311347602	Sing(网易云)
The Loneliest Girl	Nai Br.XX / Celeina Ann	TVアニメ「キャロル＆チューズデイ」VOCAL COLLECTION Vol.1	wy	1381578834	wy:1381578834	Sing(网易云)
Wicked Wonderland (Radio Edit)	Tungevaag	Wicked Wonderland	wy	28694864	wy:28694864	Sing(网易云)
Wake	Capitol Kids!	Capitol Kids! Worship	wy	29542751	wy:29542751	Sing(网易云)
Nothing's Gonna Change My Love	Dana Winner	Unforgettable	wy	17304658	wy:17304658	Sing(网易云)
Way Back	Vicetone / Cozi Zuehlsdorff	Way Back	wy	543987451	wy:543987451	Sing(网易云)
Dance Monkey	Tones and I	The Kids Are Coming	wy	1386693749	wy:1386693749	Sing(网易云)
Titanium	David Guetta / Che'Nelle	Titanium (feat. Che'Nelle)	wy	26180793	wy:26180793	Sing(网易云)
Catch My Breath	Kelly Clarkson	Remixes Big Deluxe	wy	26613394	wy:26613394	Sing(网易云)
End Of The Night	Danny Avila	End Of The Night	wy	1324159296	wy:1324159296	Sing(网易云)
Legend	The Score	Myths & Legends	wy	471411253	wy:471411253	Sing(网易云)
Solo Dance	Martin Jensen	Solo Dance	wy	439076364	wy:439076364	Sing(网易云)
Coming Home	Skylar Grey / The Paragon Axis / A.N.O.	Coming Home	wy	33418501	wy:33418501	Sing(网易云)
The Story Never Ends	LAUV	I met you when I was 18. (the playlist)	wy	563999351	wy:563999351	Sing(网易云)
I Do	911	I Do	wy	28256115	wy:28256115	Sing(网易云)
Glad You Came	The Wanted	Glad You Came	wy	19567986	wy:19567986	Sing(网易云)
なんでもないや/没什么大不了	夏璃夜 / RADI8	なんでもないや/没什么大不了（REGG$HOTS REMIX）	wy	1295879896	wy:1295879896	Sing(网易云)
Something Just Like This(Megamix)	AnDyWuMUSICLAND / Worry Free Studios	Something Just Like This (Megamix)	wy	471565537	wy:471565537	Sing(网易云)
Sucker for You	Matt Terry	Sucker for You	wy	511678913	wy:511678913	Sing(网易云)
Cake (Challenge Version)	Flo Rida / 99 Percent	This Is A Challenge	wy	447296411	wy:447296411	Sing(网易云)
Jar Of Love	曲婉婷	Everything In The World (白金庆功版)	wy	25713016	wy:25713016	Sing(网易云)
Immortals (End Credit Version) ["From "Big Hero 6”]	Fall Out Boy	Immortals (End Credit Version) ["From "Big Hero 6”]	wy	29535483	wy:29535483	Sing(网易云)
Love Paradise	陈慧琳	Stylish Index(第2版)	wy	213737	wy:213737	Sing(网易云)
Counting Stars	OneRepublic	Native (Deluxe Version)	wy	26060065	wy:26060065	Sing(网易云)
Monsters	Katie Sky	Monsters	wy	28481189	wy:28481189	Sing(网易云)
Legends Never Die	英雄联盟 / Against the Current	Legends Never Die	wy	506196018	wy:506196018	Sing(网易云)
Wild	Monogem	Wild	wy	441491410	wy:441491410	Sing(网易云)
Fight For Love	AnDyWuMUSICLAND	Fight For Love	wy	403710016	wy:403710016	Sing(网易云)
Avem (The Aviation Theme)	Alan Walker	Avem (The Aviation Theme)	wy	1400077458	wy:1400077458	Sing(网易云)
Rock N Roll (Clean Version)	Avril Lavigne	30 Stars: Pop	wy	35661139	wy:35661139	Sing(网易云)
Best of 2017 Medley	Anthem Lights	Best of 2017 Medley	wy	526652668	wy:526652668	Sing(网易云)
Animals	Maroon 5	Animals	wy	28987626	wy:28987626	Sing(网易云)
Right Now (Na Na Na)	Akon	Right Now (Na Na Na)	wy	16375205	wy:16375205	Sing(网易云)
Love Story	Taylor Swift	Fearless	wy	19292984	wy:19292984	Sing(网易云)
Free Loop	Daniel Powter	Cf, Movie & Drama Hits 广告，开麦拉！	wy	5253801	wy:5253801	Sing(网易云)
We Can't Stop	Boyce Avenue / Bea Miller	Cover Sessions, Vol. 3	wy	29480187	wy:29480187	Sing(网易云)
Revolution	The Score	Myths & Legends	wy	471411255	wy:471411255	Sing(网易云)
All Falls Down	Alan Walker / Noah Cyrus / Digital Farm Animals / Juliander	All Falls Down	wy	515453363	wy:515453363	Sing(网易云)
Almost Forgot	Against the Current / Ryan Riback	Almost Forgot (Ryan Riback Remix)	wy	1382359260	wy:1382359260	Sing(网易云)
Hold Us Together	WILD	Hold Us Together	wy	480517594	wy:480517594	Sing(网易云)
Sing Me to Sleep	Alan Walker / Iselin Solheim	Sing Me To Sleep	wy	415792222	wy:415792222	Sing(网易云)
Alone	Alan Walker	Alone	wy	444269135	wy:444269135	Sing(网易云)
Contact	Lulleaux / Giang Pham	Contact	wy	500412390	wy:500412390	Sing(网易云)
Six Feet Under	Billie Eilish	Six Feet Under	wy	418603177	wy:418603177	Sing(网易云)
Stronger	Kelly Clarkson	Kids Top 20 - De Grootste Hits Van 2013 - Summer Edition 2013	wy	26569168	wy:26569168	Sing(网易云)
Beautiful Now	Zedd / Jon Bellion	True Colors	wy	32019002	wy:32019002	Sing(网易云)
Cheap Thrills	Sia	This Is Acting	wy	39224884	wy:39224884	Sing(网易云)
YouTube-Pop2017 Mashup	DJdrybone	YouTube - Pop2017 Mashup (TakeItSlow)	wy	531323037	wy:531323037	Sing(网易云)
My Love	Westlife	Het Beste Uit De Mega Top 100 '01	wy	26867112	wy:26867112	Sing(网易云)
Gentleman	戴爱玲 / 刘伟德	爱情公寓4 电视原声带	wy	28219175	wy:28219175	Sing(网易云)
Demons	Imagine Dragons	Night Visions (Deluxe)	wy	19945735	wy:19945735	Sing(网易云)
I Don't Wanna Live Forever	Nicole Cross	I Don't Wanna Live Forever	wy	504581208	wy:504581208	Sing(网易云)
Home (Radio Edit)	ThimLife / Bibiane Z	Home	wy	442605343	wy:442605343	Sing(网易云)
Dying For You	Lindsey Stirling / Otto Knows / Alex Aris	Dying For You	wy	36307863	wy:36307863	Sing(网易云)
Hero (feat. Christina Perri)	Cash Cash / Christina Perri	Blood, Sweat & 3 Years	wy	418603096	wy:418603096	Sing(网易云)
Tik Tok	2PM / 尹恩惠	Tik Tok	wy	5416561	wy:5416561	Sing(网易云)
Walk Thru Fire	Vicetone / Meron Ryan	Walk Thru Fire	wy	1297498908	wy:1297498908	Sing(网易云)
After the Afterparty (feat. Lil Yachty)	Charli xcx / Lil Yachty	After the Afterparty (feat. Lil Yachty)	wy	437605840	wy:437605840	Sing(网易云)
I Really Like You	Carly Rae Jepsen	I Really Like You	wy	30841076	wy:30841076	Sing(网易云)
Hangover	Taio Cruz / Flo Rida	Hangover	wy	3570196	wy:3570196	Sing(网易云)
Die Young	Kesha	Die Young	wy	25704014	wy:25704014	Sing(网易云)
POP/STARS	K/DA / Madison Beer / i-dle / Jaira Burns	POP/STARS	wy	1321385655	wy:1321385655	Sing(网易云)
Payphone	Maroon 5 / Wiz Khalifa	Payphone	wy	4172700	wy:4172700	Sing(网易云)
Need You Now (iTunes Session)	Lady A	iTunes Session	wy	4154790	wy:4154790	Sing(网易云)
U Make Me Wanna	Blue	One Love	wy	16858400	wy:16858400	Sing(网易云)
Together	loskop / Paradise / Grace	Together(loskop remix)	wy	36089306	wy:36089306	Sing(网易云)
Send It (feat. Rich Homie Quan)	Austin Mahone / Rich Homie Quan	Send It (feat. Rich Homie Quan)	wy	426291544	wy:426291544	Sing(网易云)
Superstar	Beatrich	Superstar	wy	492145159	wy:492145159	Sing(网易云)
Ferrari	Bebe Rexha	Expectations	wy	550936829	wy:550936829	Sing(网易云)
Skin	Rag’n’Bone Man	Skin	wy	455653437	wy:455653437	Sing(网易云)
HandClap	Fitz and The Tantrums	Fitz and The Tantrums (Deluxe Edition)	wy	407839677	wy:407839677	Sing(网易云)
Believer	Imagine Dragons	Rock Motivation	wy	545200868	wy:545200868	Sing(网易云)
The Girl	Hellberg / Cozi Zuehlsdorff	The Girl	wy	31081067	wy:31081067	Sing(网易云)
Into The Fire	Thirteen Senses	The 4400	wy	5045994	wy:5045994	Sing(网易云)
Look What You Made Me Do	漆柚 / 三畿道	【三畿道x漆柚】Look What You Made Me Do	wy	529070578	wy:529070578	Sing(网易云)
Best of 2015: Style / What Do You Mean / Uptown Funk / Love Me Like You Do / Watch Me / See You Again	Anthem Lights	Best of 2015: Style / What Do You Mean / Uptown Funk / Love Me Like You Do / Watch Me / See You Again	wy	403012359	wy:403012359	Sing(网易云)
Best of 2014: Problem / Boom Clap / Rude / Am I Wrong / All About That Bass / All of Me / Chandelier / Blank Space / Not a Bad Thing / Happy	Anthem Lights	Best Of 2007-2014 Medley	wy	409060215	wy:409060215	Sing(网易云)
Best of 2013 Mash-Up	Anthem Lights	Anthem Lights Covers Part II	wy	27984284	wy:27984284	Sing(网易云)
Rolling in the Deep	Adele	Rolling in the Deep	wy	16435051	wy:16435051	Sing(网易云)
You're Beautiful	James Blunt	So Beautiful 1	wy	5179544	wy:5179544	Sing(网易云)
Try Everything	Shakira	Zootopia (Original Motion Picture Soundtrack)	wy	405485737	wy:405485737	Sing(网易云)
Apologize	Timbaland / OneRepublic	Now Big Hits 2008 (Danish Edition)	wy	5138277	wy:5138277	Sing(网易云)
Wolves	Selena Gomez / Marshmello	Wolves	wy	515269424	wy:515269424	Sing(网易云)
There For You	Martin Garrix / Troye Sivan	There For You	wy	480426313	wy:480426313	Sing(网易云)
Welcome to New York (Single Version)	A.M.7.	Welcome to New York (A Tribute to Taylor Swift)	wy	483223413	wy:483223413	Sing(网易云)
Home We'll Go (Take My Hand)	Steve Aoki / Walk off the Earth	Neon Future Odyssey	wy	35403510	wy:35403510	Sing(网易云)
Something Just Like This	The Chainsmokers / Coldplay	Memories...Do Not Open	wy	470547653	wy:461347998 ; wy:470547653	Sing(网易云)
See You Again	Wiz Khalifa / Charlie Puth	Furious 7: Original Motion Picture Soundtrack (Deluxe)	wy	30953009	wy:30953009	Sing(网易云)
As Long As You Love Me	Justin Bieber / Big Sean	As Long As You Love Me	wy	1518938	wy:1518938	Sing(网易云)
Rockabye	MADILYN	Rockabye	wy	466343680	wy:466343680	Sing(网易云)
I Just Wanna Run	The Downtown Fiction	Best I Never Had	wy	4386589	wy:4386589	Sing(网易云)
Maps	Alyson Stoner / MAX / Kurt Hugo Schneider	Maps	wy	31152570	wy:31152570	Sing(网易云)
The Way We Are	Remady	The Original 2k13 Edition	wy	26292065	wy:26292065	Sing(网易云)
YOUTH	Troye Sivan	Blue Neighbourhood (Deluxe)	wy	36668810	wy:36668810	Sing(网易云)
Love Yourself	Justin Bieber	Purpose (Deluxe)	wy	36496695	wy:36496695	Sing(网易云)
Call Me Maybe	Carly Rae Jepsen	Curiosity	wy	2313949	wy:2313949	Sing(网易云)
Wrecking Ball	Miley Cyrus	Wrecking Ball	wy	27697195	wy:27697195	Sing(网易云)
Hall of Fame	The Script / will.i.am	#3 Deluxe Version	wy	19542337	wy:19542337	Sing(网易云)
All Time Low	Kurt Hugo Schneider / Sam Tsui / Casey Breves	All Time Low	wy	461544312	wy:461544312	Sing(网易云)
Crime	Grey / Skott	Crime	wy	504492138	wy:504492138	Sing(网易云)
Love The Way You Lie	Eminem / Rihanna	Life After Recovery	wy	1297841	wy:1297841	Sing(网易云)
Stay Here Forever	Jewel	Sweet And Wild (Acoustic)	wy	18836961	wy:18836961	Sing(网易云)
Mine	ILLENIUM / Phoebe Ryan	Mine (ILLENIUM Remix)	wy	30780496	wy:30780496	Sing(网易云)
How to Love (feat. Sofia Reyes)	Cash Cash / Sofia Reyes	Blood, Sweat & 3 Years	wy	418602116	wy:418602116	Sing(网易云)
Blue Sky	Feenixpawl / Mary Jane Smith	Blue Sky	wy	32807699	wy:32807699	Sing(网易云)
Stuttering	Fefe Dobson	Stuttering	wy	17783969	wy:17783969	Sing(网易云)
i hate u, i love u (feat. olivia o'brien)	gnash / Olivia O'Brien	i hate u, i love u (feat. olivia o'brien)	wy	34229234	wy:34229234	Sing(网易云)
All We Know	The Chainsmokers / Phoebe Ryan	All We Know	wy	432698441	wy:432698441	Sing(网易云)
Tonight (R.I.O. Video Edit)	Manian / Nicco	Ready or Not	wy	26389051	wy:26389051	Sing(网易云)
Meant To Be	J-Hype	Devoted To You	wy	29803218	wy:29803218	Sing(网易云)
Hymn For The Weekend	Alan Walker / Coldplay	Hymn For The Weekend [Remix]	wy	419594258	wy:419594258	Sing(网易云)
Apollo	Timebelle	Apollo	wy	466343934	wy:466343934	Sing(网易云)
Symphony	Zara Larsson / Clean Bandit	So Good	wy	464674427	wy:464674427	Sing(网易云)
We Don't Talk Anymore	Charlie Puth / Selena Gomez	Nine Track Mind	wy	401249910	wy:401249910	Sing(网易云)
Shape of You	Ed Sheeran	Shape of You	wy	451703096	wy:451703096	Sing(网易云)
Love Me	Justin Bieber	My World	wy	18637919	wy:18637919	Sing(网易云)
Please Don't Go	Joel Adams	Please Don't Go	wy	37653063	wy:37653063	Sing(网易云)
Remember The Name (feat. Styles Of Beyond)	Fort Minor / Styles of Beyond	The Rising Tied	wy	1345018	wy:1345018	Sing(网易云)
More Than You Know	Axwell Λ Ingrosso	More Than You Know	wy	498331794	wy:498331794	Sing(网易云)
Best of 2016 Medley: Stressed Out / 7 Years / Work / Treat You Better / Can't Stop the Feeling / Closer / 24k	Anthem Lights	Best of 2016 Medley: Stressed Out / 7 Years / Work / Treat You Better / Can't Stop the Feeling / Closer / 24k	wy	449577784	wy:449577784	Sing(网易云)
Shine	Felix Jaehn / Linying / Freddy Verano	Shine	wy	28798439	wy:28798439	Sing(网易云)
What Are Words	Chris Medina	What Are Words	wy	1210461	wy:1210461	Sing(网易云)
Before You Break My Heart	Stevie Hoang	All For You	wy	1940312	wy:1940312	Sing(网易云)
All I Have Is Love	Stevie Hoang	Summer Love	wy	1940368	wy:1940368	Sing(网易云)
Fall In Love	Ramzi	Fall In Love (Radio Edit)	wy	1884993	wy:1884993	Sing(网易云)
Negative Things	Selwyn	Meant To Be	wy	1940926	wy:1940926	Sing(网易云)
New York	Baptiste Giabiconi	Oxygen	wy	26270153	wy:26270153	Sing(网易云)
Love Again	Dana Lowrey	Love Again	wy	32803372	wy:32803372	Sing(网易云)
